time_s,road_mm,baseline_mm,revised_mm
0.32500000,-5.00000000,-5.00000000,-5.00000000
0.33000000,-5.00000000,-5.00000000,-5.00000000
0.33500000,-5.00000000,-5.00000000,-5.00000000
0.34000000,-5.00000000,-5.00000000,-5.00000000
0.34500000,-5.00000000,-5.00000000,-5.00000000
0.35000000,-5.00000000,-5.00000000,-5.00000000
0.35500000,-5.00000000,-5.00000000,-5.00000000
0.36000000,-5.00000000,-5.00000000,-5.00000000
0.36500000,-5.00000000,-5.00000000,-5.00000000
0.37000000,-5.00000000,-5.00000000,-5.00000000
0.37500000,-5.00000000,-5.00000000,-5.00000000
0.38000000,-5.00000000,-5.00000000,-5.00000000
0.38500000,-5.00000000,-5.00000000,-5.00000000
0.39000000,-5.00000000,-5.00000000,-5.00000000
0.39500000,-5.00000000,-5.00000000,-5.00000000
0.40000000,-5.00000000,-5.00000000,-5.00000000
0.40500000,-5.00000000,-5.00000000,-5.00000000
0.41000000,-5.00000000,-5.00000000,-5.00000000
0.41500000,-5.00000000,-5.00000000,-5.00000000
0.42000000,-5.00000000,-5.00000000,-5.00000000
0.42500000,-5.00000000,-5.00000000,-5.00000000
0.43000000,-5.00000000,-5.00000000,-5.00000000
0.43500000,-5.00000000,-5.00000000,-5.00000000
0.44000000,-5.00000000,-5.00000000,-5.00000000
0.44500000,-5.00000000,-5.00000000,-5.00000000
0.45000000,-5.00000000,-5.00000000,-5.00000000
0.45500000,-5.00000000,-5.00000000,-5.00000000
0.46000000,-5.00000000,-5.00000000,-5.00000000
0.46500000,-5.00000000,-5.00000000,-5.00000000
0.47000000,-5.00000000,-5.00000000,-5.00000000
0.47500000,-5.00000000,-5.00000000,-5.00000000
0.48000000,-5.00000000,-5.00000000,-5.00000000
0.48500000,-5.00000000,-5.00000000,-5.00000000
0.49000000,-5.00000000,-5.00000000,-5.00000000
0.49500000,-5.00000000,-5.00000000,-5.00000000
0.50000000,-5.00000000,-5.00000000,-5.00000000
0.50500000,-5.00000000,-5.00000000,-5.00000000
0.51000000,-5.00000000,-5.00000000,-5.00000000
0.51500000,-5.00000000,-5.00000000,-5.00000000
0.52000000,-5.00000000,-5.00000000,-5.00000000
0.52500000,-5.00000000,-5.00000000,-5.00000000
0.53000000,-5.00000000,-5.00000000,-5.00000000
0.53500000,-5.00000000,-5.00000000,-5.00000000
0.54000000,-5.00000000,-5.00000000,-5.00000000
0.54500000,-5.00000000,-5.00000000,-5.00000000
0.55000000,-5.00000000,-5.00000000,-5.00000000
0.55500000,-5.00000000,-5.00000000,-5.00000000
0.56000000,-5.00000000,-5.00000000,-5.00000000
0.56500000,-5.00000000,-5.00000000,-5.00000000
0.57000000,-5.00000000,-5.00000000,-5.00000000
0.57500000,-5.00000000,-5.00000000,-5.00000000
0.58000000,-5.00000000,-5.00000000,-5.00000000
0.58500000,-5.00000000,-5.00000000,-5.00000000
0.59000000,-5.00000000,-5.00000000,-5.00000000
0.59500000,-5.00000000,-5.00000000,-5.00000000
0.60000000,-5.00000000,-5.00000000,-5.00000000
0.60500000,-5.00000000,-5.00000000,-5.00000000
0.61000000,-5.00000000,-5.00000000,-5.00000000
0.61500000,-5.00000000,-5.00000000,-5.00000000
0.62000000,-5.00000000,-5.00000000,-5.00000000
0.62500000,-5.00000000,-5.00000000,-5.00000000
0.63000000,-5.00000000,-5.00000000,-5.00000000
0.63500000,-5.00000000,-5.00000000,-5.00000000
0.64000000,-5.00000000,-5.00000000,-5.00000000
0.64500000,-5.00000000,-5.00000000,-5.00000000
0.65000000,-5.00000000,-5.00000000,-5.00000000
0.65500000,-5.00000000,-5.00000000,-5.00000000
